id,Title,Type,Date,Source,link,scanned,multilingual
216,"Statement by the UN Special Adviser on the Prevention of Genocide on the situation in the Kingdom of Bahrain, June 2016",Official Statement,2016-06-22 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2019/06/2016-Jun-SAStatement-Bahrain.pdf,False,False
217,"Statement by the UN Special Adviser on the Prevention of Genocide in response to the escalation of islamophobia and homophobia following the events in Orlando, June 2016",Official Statement,2016-06-16 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/06/2016-Jun-SAStatement-Orlando.pdf,False,False
218,"Statement by the UN Special Adviser on the Prevention of Genocide on recent inflammatory rhetoric by President Yahya Jammeh of the Gambia, targeting the Mandinka ethnic group, June 2016",Official Statement,2016-06-07 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2019/06/2016-Jun-SAStatement-Gambia.pdf,False,False
219,"Statement by Rwanda at the high-level event on ""The Future of Civilian Protection in Peace Operations: Endorsing and Implementing the Kigali Principles""",Government Statement,2016-05-11 00:00:00,Rwanda,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-Statement-Kigali-Principles-Event-Rwanda.pdf,False,False
220,"Statement by the UN Special Adviser on the Prevention of Genocide on the situation of civilians in the Syrian Arab Republic, May 2016",Official Statement,2016-05-09 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/05/2016-may-SAStatement-Syria.pdf,False,False
221,"Statement by the UN Special Adviser on the Prevention of Genocide on the conviction of Radovan Karadžić for genocide, war crimes and crimes against humanity, March 2016",Official Statement,2016-03-24 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/03/2016-Mar-SAStatement-Karadzic.pdf,False,False
222,Statement on behalf of the Group of Friends of R2P at the 31st session of the Human Rights Council,Official Statement,2016-03-10 00:00:00,UN Group of Friends of the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-HRC31-GOF-IDHCHR-.pdf,False,False
223,Statement delivered on behalf of the Group of Friends of R2P at the 31st session of the Human Rights Council,Official Statement,2016-03-03 00:00:00,UN Group of Friends of the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/03/2016-HRC31-GOF-IIDSAPoG.pdf,False,False
224,"Statement on behalf of the Group of Friends on the Responsibility to Protect at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect""",Official Statement,2016-02-26 00:00:00,UN Group of Friends of the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-GOFR2P.pdf,False,False
225,"Statement by Mexico at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Mexico,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Mexico.pdf,False,False
226,"Statement by Venezuela at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Venezuela,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Venezuela.pdf,False,False
227,"Statement by Turkey at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Turkey,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Turkey.pdf,False,False
228,"Statement by Kyrgyzstan at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Kyrgyzstan,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Kyrgyzstan.pdf,False,False
229,"Statement by the United Kingdom at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,United Kingdom,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-UK.pdf,False,False
230,"Statement by Japan at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Japan,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Japan.pdf,False,False
231,"Statement by the UN Office on Drugs and Crime at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Official Statement,2016-02-26 00:00:00,UN Office on Drugs and Crime,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-UNODC.pdf,False,False
232,"Statement by the Philippines at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Philippines,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Philippines.pdf,False,False
233,"Statement by the former High Commissioner for Human Rights, Navi Pillay, at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Official Statement,2016-02-26 00:00:00,Former UN High Commissioner for Human Rights Navi Pillay,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Pillay.pdf,False,False
234,"Statement by the European Union at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,EU,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-EU.pdf,False,False
235,"Statement by Iran at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Iran,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Iran.pdf,False,False
236,"Statement by the ICRtoP at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Official Statement,2016-02-26 00:00:00,International Coalition for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-ICRtoP.pdf,False,False
237,"Statement by Deputy Secretary-General Jan Eliasson at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Official Statement,2016-02-26 00:00:00,UN Deputy Secretary-General,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-DSG.pdf,False,False
238,"Statement by Ghana at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Ghana,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Ghana.pdf,False,False
239,"Statement by Tanzania at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Tanzania,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Tanzania.pdf,False,False
240,"Statement by Syria at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Syria,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Syria.pdf,False,False
241,"Statement by Georgia at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Georgia,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Georgia.pdf,False,False
242,"Statement by Switzerland at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Switzerland,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Switzerland-Fr.pdf,False,False
243,"Statement by Egypt at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Egypt,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Egypt.pdf,False,False
244,"Statement by Sudan at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Sudan,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Sudan.pdf,False,False
245,"Statement by Ecuador at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Ecuador,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Ecuador.pdf,False,False
246,"Statement by Denmark (on behalf of the Nordic countries) at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Denmark,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Denmark-on-behalf-of-Nordic-countries.pdf,False,False
247,"Statement by Spain at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Spain,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Spain.pdf,False,False
248,"Statement by Cuba at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Cuba,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Cuba.pdf,False,False
249,"Statement by Slovenia at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Slovenia,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Slovenia.pdf,False,False
250,"Statement by Rwanda at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Rwanda,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Rwanda.pdf,False,False
251,"Statement by Russia at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Russia,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Russia.pdf,False,False
252,"Statement by Costa Rica at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Costa Rica,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Costa-Rica.pdf,False,False
253,"Statement by Romania at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Romania,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Romania.pdf,False,False
254,"Statement by China at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,China,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-China.pdf,False,False
255,"Statement by Canada at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Canada,https://www.globalr2p.org/wp-content/uploads/2016/02/2016-TPD-Canada.pdf,False,False
256,"Statement by Nigeria at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Nigeria,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Nigeria.pdf,False,False
257,"Statement by Burundi at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Burundi,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Burundi.pdf,False,False
258,"Statement by Brazil at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Brazil.pdf,False,False
259,"Statement by Nicaragua at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Nicaragua,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Nicaragua.pdf,False,False
260,"Statement by Morocco at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Morocco,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Morocco.pdf,False,False
261,"Statement by Belgium at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Belgium,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Belgium.pdf,False,False
262,"Statement by Belarus at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Belarus,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Belarus.pdf,False,False
263,"Statement by Australia at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Australia,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Australia.pdf,False,False
264,"Statement by Armenia at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Armenia,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Armenia.pdf,False,False
265,"Statement by Argentina at the UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect,"" 26 February 2016",Government Statement,2016-02-26 00:00:00,Argentina,https://www.globalr2p.org/wp-content/uploads/2019/08/2016-TPD-Argentina.pdf,False,False
266,"Statement by the UN Special Adviser on the Responsibility to Protect at the 2016 UN General Assembly Thematic Panel Discussion, ""From Commitment to Implementation: Ten Years of the Responsibility to Protect""",Official Statement,2016-02-26 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/02/2015-Feb-Panel-SAStatement.pdf,False,False
267,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Yemen, February 2016",Official Statement,2016-02-16 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2016/02/2016-Feb-SAStatment-Yemen.pdf,False,False
268,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation of civilians in the Syrian Arab Republic, February 2016",Official Statement,2016-02-12 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2017/02/2016-Feb-SAStatement-Syria.pdf,False,False
269,"Statement on behalf of the UN Group of Friends of the Responsibility to Protect at the UN Security Council Arria formula meeting on the ""Responsibility to Protect and non-state actors""",Official Statement,2015-12-14 00:00:00,UN Group of Friends of the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-UNSC-Arria-GOF-Non-State-Actors.pdf,False,False
270,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the upcoming elections in Myanmar, November 2015",Official Statement,2015-11-04 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Nov-SAStatement-Myanmar.pdf,False,False
271,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the escalation of incitement to violence in Syria on religious grounds, October 2015",Official Statement,2015-10-13 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Oct-SAStatement-Syria.pdf,False,False
272,Statement by the UN Secretary-General to the 8th Ministerial meeting on the Responsibility to Protect,Official Statement,2015-09-30 00:00:00,UN Secretary-General,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Statement-UNSG-R2P-Ministerial.pdf,False,False
273,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on accountability and reconciliation in Sri Lanka, September 2015",Official Statement,2015-09-17 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Sept-SAStatement-Sri-Lanka.pdf,False,False
274,"Statement by the UN Special Advisers on the Prevention of Genocide and the Responsibility to Protect on the situation in Yemen, September 2015",Official Statement,2015-09-15 00:00:00,Office of the UN Special Advisers on Genocide Prevention and the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-Sept-SAStatement-Yemen.pdf,False,False
275,Statement by Costa Rica at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Costa Rica,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Costa-Rica-Sp.pdf,True,False
276,Statement by China at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,China,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-China.pdf,False,False
277,Statement by Chile at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Chile,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Chile-En.pdf,False,False
278,Statement by Brazil at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Brazil.pdf,True,False
279,Statement by Botswana at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Botswana,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Botswana.pdf,True,False
280,Statement by Belgium at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Belgium,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Belgium-Fr.pdf,True,False
281,Statement by Belarus at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Belarus,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Belarus-Ru.pdf,False,False
282,Statement by Azerbaijan at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Azerbaijan,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Azerbaijan.pdf,False,False
283,Statement by Australia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Australia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Australia.pdf,False,False
284,Statement by Armenia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Armenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Armenia.pdf,False,False
285,Statement by Albania at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Albania,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Albania.pdf,False,False
286,Statement by the European Union at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,EU,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-EU.pdf,True,False
287,Statement by the Czech Republic at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Czech Republic,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Czech-Republic.pdf,False,False
288,Statement by the Asia-Pacific Centre for the Responsibility to Protect at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2015-09-08 00:00:00,Asia-Pacific Center for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-APR2P.pdf,False,False
289,Statement by Thailand at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Thailand,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Thailand.pdf,False,False
290,Statement by Tanzania at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Tanzania,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Tanzania.pdf,True,False
291,Statement by Switzerland at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Switzerland,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Switzerland.pdf,True,True
292,Statement by Sweden at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Sweden,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Sweden.pdf,False,False
293,Statement by Sudan at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Sudan,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Sudan.pdf,False,False
294,Statement by Spain at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Spain,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Spain-Sp.pdf,False,False
295,Statement by South Africa at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,South Africa,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-South-Africa.pdf,False,False
296,Statement by Slovenia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Slovenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Slovenia.pdf,True,False
297,Statement by Slovakia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Slovakia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Slovakia.pdf,True,False
298,Statement by Singapore at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Singapore,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Singapore.pdf,False,False
299,Statement by Sierra Leone at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Sierra Leone,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Sierra-Leone.pdf,True,False
300,Statement by Rwanda at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Rwanda,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Rwanda.pdf,False,False
301,Statement by Romania at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Romania,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Romania.pdf,True,False
302,Statement by Qatar at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Qatar,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Qatar.pdf,False,False
303,Statement by Iran at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Iran,https://www.globalr2p.org/wp-content/uploads/2020/01/215-IID-Iran.pdf,False,False
304,Statement by Indonesia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Indonesia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Indonesia.pdf,True,False
305,Statement by India at the UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,India,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-India.pdf,True,False
306,Statement by Iceland on behalf of H.E. Mr. Sam Kutesa (President of the General Assembly) at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Official Statement,2015-09-08 00:00:00,President of the UN General Assembly,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-PGA.pdf,True,False
307,Statement by Hungary at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Hungary,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Hungary.pdf,True,False
308,Statement by Guatemala at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Guatemala,https://www.globalr2p.org/wp-content/uploads/2020/01/215-IID-Guatemala-Sp.pdf,True,False
309,Statement by Ghana at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Ghana,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Ghana.pdf,True,False
310,Statement by Germany at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Germany,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Germany.pdf,False,False
311,Statement by Georgia at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Georgia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Georgia.pdf,True,False
312,Statement by France at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,France,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-France-Fr.pdf,True,False
313,Statement by Finland at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Finland,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Finland.pdf,True,False
314,"Statement by Estonia on behalf of Estonia, Latvia, and Lithuania at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect",Government Statement,2015-09-08 00:00:00,Estonia,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Estonia-Latvia-Lithuania.pdf,True,False
315,Statement by Egypt at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Egypt,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Egypt.pdf,True,False
316,Statement by Denmark at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Denmark,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Denmark.pdf,False,False
317,Statement by Cyprus at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Cyprus,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Cyprus.pdf,False,False
318,Statement by Cuba at the 2015 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2015-09-08 00:00:00,Cuba,https://www.globalr2p.org/wp-content/uploads/2020/01/2015-IID-Cuba-Sp.pdf,True,True
